央视频道,#genre#
欢笑剧场,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/hxjc8m/8000000/mnf.m3u8
生活时尚,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/shss8m/8000000/mnf.m3u8
乐游,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/qjshd8m/8000000/mnf.m3u8
都市剧场,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/dsjc8m/8000000/mnf.m3u8
东方财经,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/dfcjhd8m/8000000/mnf.m3u8
新视觉,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/xsjhd8m/8000000/mnf.m3u8
戏曲精选,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/xqjx8m/8000000/mnf.m3u8
热门综艺,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/rmzy8m/8000000/mnf.m3u8
健康养生,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/jkys8m/8000000/mnf.m3u8
百变课堂,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/bbkt8m/8000000/mnf.m3u8
看天下精选,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/ktxjx8m/8000000/mnf.m3u8
华语影院,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/hyyy8m/8000000/mnf.m3u8
电竞天堂,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/djtt8m/8000000/mnf.m3u8
青春动漫,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/qcdm8m/8000000/mnf.m3u8
宝宝动画,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/bbdh8m/8000000/mnf.m3u8
星光影院,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/xgyy8m/8000000/mnf.m3u8
谍战剧场,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/dzjc8m/8000000/mnf.m3u8
全球大片,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/qqdp8m/8000000/mnf.m3u8
热门剧场,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/rmjc8m/8000000/mnf.m3u8
东方购物,http://ts-gitv-hb-yh.189smarthome.com/live/program/live/dfgwsxhd8m/8000000/mnf.m3u8

电影轮播,#genre#
穿越火线,https://025365.xyz:8082/huya.php?id=660101
电影_星爷,https://025365.xyz:8082/huya.php?id=11342412
电影_英叔,https://025365.xyz:8082/huya.php?id=11342421
电影_发哥,https://025365.xyz:8082/huya.php?id=11342387
电影_成龙,https://025365.xyz:8082/huya.php?id=11342386
电影_王晶,https://025365.xyz:8082/huya.php?id=11602058
电影_沈腾,https://025365.xyz:8082/huya.php?id=11601968
电影_黄渤,https://025365.xyz:8082/huya.php?id=11352876
电影_强森,https://025365.xyz:8082/huya.php?id=21059581
电影_漫威,https://025365.xyz:8082/huya.php?id=11602034
电影_宇宙,https://025365.xyz:8082/huya.php?id=11342428
电影_怪兽,https://025365.xyz:8082/huya.php?id=21059577
电影_武侠,https://025365.xyz:8082/huya.php?id=11342427
电影_警匪,https://025365.xyz:8082/huya.php?id=11352886
电影_罪犯,https://025365.xyz:8082/huya.php?id=11352962
电影_枪战,https://025365.xyz:8082/huya.php?id=21059579
电影_海盗,https://025365.xyz:8082/huya.php?id=21059595
电影_赛车,https://025365.xyz:8082/huya.php?id=11279247
电影_推荐,https://025365.xyz:8082/huya.php?id=11602041
电影_救援,https://025365.xyz:8082/huya.php?id=21059594
电影_热血,https://025365.xyz:8082/huya.php?id=11352934
电影_盗墓,https://025365.xyz:8082/huya.php?id=21059552
电影_贺岁,https://025365.xyz:8082/huya.php?id=11601971
电影_玄幻,https://025365.xyz:8082/huya.php?id=11342414
电影_谍战,https://025365.xyz:8082/huya.php?id=21059585
电影_战争,https://025365.xyz:8082/huya.php?id=21059592
电影_喜剧,https://025365.xyz:8082/huya.php?id=11352877
电影_港片,https://025365.xyz:8082/huya.php?id=11602043
电影_国产,https://025365.xyz:8082/huya.php?id=11352973
电影_周星星,https://025365.xyz:8082/huya.php?id=11336587
电影_李连杰,https://025365.xyz:8082/huya.php?id=11342390
电影_洪金宝,https://025365.xyz:8082/huya.php?id=11279251
电影_梁家辉,https://025365.xyz:8082/huya.php?id=11342429
电影_许冠英,https://025365.xyz:8082/huya.php?id=11601972
电影_刘德华,https://025365.xyz:8082/huya.php?id=11342424
电影_斯坦森,https://025365.xyz:8082/huya.php?id=21059588
电影_小鬼头,https://025365.xyz:8082/huya.php?id=11352963
电影_八点档,https://025365.xyz:8082/huya.php?id=880261
电影_蜘蛛侠,https://025365.xyz:8082/huya.php?id=21059599
电影_贺岁片,https://025365.xyz:8082/huya.php?id=11601986
电影_功夫片,https://025365.xyz:8082/huya.php?id=11352941
电影_黑帮片,https://025365.xyz:8082/huya.php?id=11336719
电影_丧尸片,https://025365.xyz:8082/huya.php?id=21059578
电影_灾难片,https://025365.xyz:8082/huya.php?id=11602075
电影_谍战片,https://025365.xyz:8082/huya.php?id=21059587
电影_战争片,https://025365.xyz:8082/huya.php?id=21059574
电影_犯罪片,https://025365.xyz:8082/huya.php?id=11352974
电影_古装片,https://025365.xyz:8082/huya.php?id=11336590
电影_高分动作,https://025365.xyz:8082/huya.php?id=11352884
电影_动作电影,https://025365.xyz:8082/huya.php?id=11602077
电影_搞笑喜剧,https://025365.xyz:8082/huya.php?id=11342423
电影_喜剧专场,https://025365.xyz:8082/huya.php?id=11602044
电影_欢笑影院,https://025365.xyz:8082/huya.php?id=11352894
电影_不挤影院,https://025365.xyz:8082/huya.php?id=11352897
电影_国产悬疑,https://025365.xyz:8082/huya.php?id=11342395
电影_快意江湖,https://025365.xyz:8082/huya.php?id=11342435
电影_黑帮斗争,https://025365.xyz:8082/huya.php?id=11342419
电影_古墓系列,https://025365.xyz:8082/huya.php?id=11352913
电影_嫣然影厅,https://025365.xyz:8082/huya.php?id=11601977
电影_女神系列,https://025365.xyz:8082/huya.php?id=11336571
电影_经典女神,https://025365.xyz:8082/huya.php?id=11352909
电影_许氏三杰,https://025365.xyz:8082/huya.php?id=11602033
电影_经典港片,https://025365.xyz:8082/huya.php?id=11352965
电影_镖行天下,https://025365.xyz:8082/huya.php?id=11352969
电影_高能反转,https://025365.xyz:8082/huya.php?id=11352887
电影_喜乐影院,https://025365.xyz:8082/huya.php?id=21059580
电影_蘑菇影厅,https://025365.xyz:8082/huya.php?id=11601981
电影_搞笑恐怖,https://025365.xyz:8082/huya.php?id=11601960
电影_死神来了,https://025365.xyz:8082/huya.php?id=11352903
电影_变形金刚,https://025365.xyz:8082/huya.php?id=21059596
电影_怪兽系列,https://025365.xyz:8082/huya.php?id=21059554
搞笑_陈翔六点半,https://025365.xyz:8082/huya.php?id=11274154
剧集_老三国,https://025365.xyz:8082/huya.php?id=11602081
剧集_新三国,https://025365.xyz:8082/huya.php?id=11352944
剧集_新水浒,https://025365.xyz:8082/huya.php?id=11342384
剧集_纪晓岚,https://025365.xyz:8082/huya.php?id=11342396
剧集_庆余年,https://025365.xyz:8082/huya.php?id=11352960
剧集_雍正王朝,https://025365.xyz:8082/huya.php?id=11342439
剧集_士兵突击,https://025365.xyz:8082/huya.php?id=11342430
剧集_爱情公寓,https://025365.xyz:8082/huya.php?id=11336726
剧集_家有儿女,https://025365.xyz:8082/huya.php?id=11352872
剧集_武林外传,https://025365.xyz:8082/huya.php?id=21059598
剧集_地下交通站,https://025365.xyz:8082/huya.php?id=11342433
剧集_邻里一家亲,https://025365.xyz:8082/huya.php?id=11342426

历年春晚,#genre#
春晚1983,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
春晚1984,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
春晚1987,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
春晚1988,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
春晚1989,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1990,https://cdn8.yzzy-online.com/20220704/597_e0d90c37/1000k/hls/index.m3u8
春晚1991,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjI2MTVfNDAzMDAxOTlfNjYyNzYwNjUxNjVfMF8z_b_B8feb7b85888678d71bf37a259c6850f6.mp4
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
春晚1994,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
春晚1995,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
春晚1996,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
春晚2000,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
春晚2001,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
春晚2002,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
春晚2003,https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
春晚2004,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
春晚2005,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
春晚2006,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
春晚2007,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
春晚2008,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
春晚2009,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
春晚2010,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
春晚2011,https://alimov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
春晚2012,https://cdn8.yzzy-online.com/20220704/591_82b72f82/1000k/hls/index.m3u8
春晚2013,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
春晚2014,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
春晚2015,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
春晚2016,https://cdn8.yzzy-online.com/20220704/577_cda9c8d1/1000k/hls/index.m3u8
春晚2017,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
春晚2018,https://cdn8.yzzy-online.com/20220704/610_ae5255ad/1000k/hls/index.m3u8
春晚2019,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
春晚2020,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
春晚2024,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8 

